path,org_class,bin_label
/content/OCT-SRGAN/data/train/DME/DME10_06.tif,DME,1
/content/OCT-SRGAN/data/train/DME/DME3_047.tif,DME,1
/content/OCT-SRGAN/data/train/DME/DME2_040.tif,DME,1
/content/OCT-SRGAN/data/train/DRUSEN/AMD8_018.tif,DRUSEN,1
/content/OCT-SRGAN/data/test/DRUSEN/AMD13_035.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/DME/DME2_055.tif,DME,1
/content/OCT-SRGAN/data/train/DME/DME2_097.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL9_097.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL4_051.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DRUSEN/AMD6_01.tif,DRUSEN,1
/content/OCT-SRGAN/data/test/NORMAL/NORMAL12_086.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL8_038.tif,NORMAL,0
/content/OCT-SRGAN/data/test/NORMAL/NORMAL13_08.tif,NORMAL,0
/content/OCT-SRGAN/data/test/DME/DME12_052.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL2_059.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL10_02.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL9_03.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DME/DME3_035.tif,DME,1
/content/OCT-SRGAN/data/train/DRUSEN/AMD4_021.tif,DRUSEN,1
/content/OCT-SRGAN/data/test/DME/DME15_055.tif,DME,1
/content/OCT-SRGAN/data/train/DRUSEN/AMD3_03.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/DRUSEN/AMD7_016.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/DRUSEN/AMD9_035.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/DME/DME9_047.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL1_042.tif,NORMAL,0
/content/OCT-SRGAN/data/test/NORMAL/NORMAL13_039.tif,NORMAL,0
/content/OCT-SRGAN/data/test/DME/DME12_041.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL1_088.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DME/DME6_094.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL9_060.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DME/DME6_01.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL9_086.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL10_037.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL5_04.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DME/DME4_094.tif,DME,1
/content/OCT-SRGAN/data/test/DME/DME13_018.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL5_060.tif,NORMAL,0
/content/OCT-SRGAN/data/test/NORMAL/NORMAL11_015.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DRUSEN/AMD5_027.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL2_038.tif,NORMAL,0
/content/OCT-SRGAN/data/test/DME/DME12_048.tif,DME,1
/content/OCT-SRGAN/data/test/DME/DME11_08.tif,DME,1
/content/OCT-SRGAN/data/train/DME/DME5_039.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL3_011.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DME/DME9_014.tif,DME,1
/content/OCT-SRGAN/data/train/DME/DME7_055.tif,DME,1
/content/OCT-SRGAN/data/train/DME/DME5_061.tif,DME,1
/content/OCT-SRGAN/data/test/NORMAL/NORMAL15_077.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL2_049.tif,NORMAL,0
/content/OCT-SRGAN/data/test/NORMAL/NORMAL15_038.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DRUSEN/AMD1_03.tif,DRUSEN,1
/content/OCT-SRGAN/data/test/DME/DME11_047.tif,DME,1
/content/OCT-SRGAN/data/test/DME/DME11_02.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL9_049.tif,NORMAL,0
/content/OCT-SRGAN/data/test/DME/DME15_06.tif,DME,1
/content/OCT-SRGAN/data/train/DRUSEN/AMD2_013.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/DME/DME5_064.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL5_072.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DRUSEN/AMD9_039.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/DME/DME5_036.tif,DME,1
/content/OCT-SRGAN/data/test/DME/DME12_033.tif,DME,1
/content/OCT-SRGAN/data/train/DRUSEN/AMD7_010.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/DME/DME9_048.tif,DME,1
/content/OCT-SRGAN/data/train/DME/DME2_069.tif,DME,1
/content/OCT-SRGAN/data/train/DME/DME4_025.tif,DME,1
/content/OCT-SRGAN/data/test/DRUSEN/AMD15_036.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/DME/DME10_04.tif,DME,1
/content/OCT-SRGAN/data/test/DME/DME13_048.tif,DME,1
/content/OCT-SRGAN/data/test/NORMAL/NORMAL13_088.tif,NORMAL,0
/content/OCT-SRGAN/data/test/NORMAL/NORMAL11_043.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL4_063.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL1_049.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DRUSEN/AMD2_03.tif,DRUSEN,1
/content/OCT-SRGAN/data/test/DME/DME13_060.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL1_076.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DME/DME7_051.tif,DME,1
/content/OCT-SRGAN/data/train/DRUSEN/AMD10_032.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL8_084.tif,NORMAL,0
/content/OCT-SRGAN/data/test/NORMAL/NORMAL15_043.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DME/DME6_091.tif,DME,1
/content/OCT-SRGAN/data/test/NORMAL/NORMAL11_027.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DME/DME3_02.tif,DME,1
/content/OCT-SRGAN/data/train/DRUSEN/AMD1_040.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/DME/DME8_037.tif,DME,1
/content/OCT-SRGAN/data/train/DME/DME7_059.tif,DME,1
/content/OCT-SRGAN/data/train/DRUSEN/AMD2_032.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/DME/DME8_056.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL5_023.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DME/DME8_036.tif,DME,1
/content/OCT-SRGAN/data/test/NORMAL/NORMAL15_061.tif,NORMAL,0
/content/OCT-SRGAN/data/test/DME/DME13_051.tif,DME,1
/content/OCT-SRGAN/data/test/DME/DME12_043.tif,DME,1
/content/OCT-SRGAN/data/test/NORMAL/NORMAL15_094.tif,NORMAL,0
/content/OCT-SRGAN/data/test/NORMAL/NORMAL11_018.tif,NORMAL,0
/content/OCT-SRGAN/data/test/DRUSEN/AMD13_012.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL1_027.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DME/DME8_08.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL9_076.tif,NORMAL,0
/content/OCT-SRGAN/data/test/DME/DME11_055.tif,DME,1
/content/OCT-SRGAN/data/test/DRUSEN/AMD12_025.tif,DRUSEN,1
/content/OCT-SRGAN/data/test/DRUSEN/AMD13_018.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/DME/DME4_097.tif,DME,1
/content/OCT-SRGAN/data/test/NORMAL/NORMAL12_09.tif,NORMAL,0
/content/OCT-SRGAN/data/test/DME/DME13_09.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL7_021.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DRUSEN/AMD4_06.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/DME/DME3_059.tif,DME,1
/content/OCT-SRGAN/data/train/DME/DME7_09.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL4_017.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DME/DME1_01.tif,DME,1
/content/OCT-SRGAN/data/train/DRUSEN/AMD4_037.tif,DRUSEN,1
/content/OCT-SRGAN/data/test/NORMAL/NORMAL11_03.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DRUSEN/AMD2_023.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/DME/DME3_027.tif,DME,1
/content/OCT-SRGAN/data/train/DRUSEN/AMD5_022.tif,DRUSEN,1
/content/OCT-SRGAN/data/test/NORMAL/NORMAL12_017.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL10_035.tif,NORMAL,0
/content/OCT-SRGAN/data/test/NORMAL/NORMAL11_016.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DME/DME7_035.tif,DME,1
/content/OCT-SRGAN/data/train/DME/DME6_068.tif,DME,1
/content/OCT-SRGAN/data/test/DME/DME11_031.tif,DME,1
/content/OCT-SRGAN/data/test/NORMAL/NORMAL11_020.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL10_01.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DME/DME2_031.tif,DME,1
/content/OCT-SRGAN/data/test/NORMAL/NORMAL13_014.tif,NORMAL,0
/content/OCT-SRGAN/data/test/DRUSEN/AMD14_035.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/DME/DME9_042.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL8_023.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DRUSEN/AMD4_029.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/DME/DME8_015.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL10_082.tif,NORMAL,0
/content/OCT-SRGAN/data/test/DME/DME13_014.tif,DME,1
/content/OCT-SRGAN/data/train/DRUSEN/AMD5_014.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL9_091.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL3_026.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL8_057.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL2_074.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL10_058.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL2_075.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL10_012.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DRUSEN/AMD9_06.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/DME/DME2_025.tif,DME,1
/content/OCT-SRGAN/data/test/NORMAL/NORMAL13_089.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL10_019.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DRUSEN/AMD2_020.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/DME/DME10_022.tif,DME,1
/content/OCT-SRGAN/data/test/NORMAL/NORMAL11_036.tif,NORMAL,0
/content/OCT-SRGAN/data/test/NORMAL/NORMAL15_010.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL9_06.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL7_01.tif,NORMAL,0
/content/OCT-SRGAN/data/test/NORMAL/NORMAL15_063.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL5_029.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DRUSEN/AMD9_021.tif,DRUSEN,1
/content/OCT-SRGAN/data/test/DRUSEN/AMD11_020.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/DME/DME2_048.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL6_016.tif,NORMAL,0
/content/OCT-SRGAN/data/test/DME/DME11_044.tif,DME,1
/content/OCT-SRGAN/data/test/NORMAL/NORMAL15_023.tif,NORMAL,0
/content/OCT-SRGAN/data/test/DME/DME14_031.tif,DME,1
/content/OCT-SRGAN/data/test/DRUSEN/AMD13_017.tif,DRUSEN,1
/content/OCT-SRGAN/data/test/DME/DME15_032.tif,DME,1
/content/OCT-SRGAN/data/test/DME/DME11_026.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL1_015.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL10_014.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DME/DME6_021.tif,DME,1
/content/OCT-SRGAN/data/train/DME/DME1_017.tif,DME,1
/content/OCT-SRGAN/data/train/DME/DME9_06.tif,DME,1
/content/OCT-SRGAN/data/train/DME/DME1_040.tif,DME,1
/content/OCT-SRGAN/data/train/DRUSEN/AMD4_01.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/DME/DME5_091.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL10_040.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL7_069.tif,NORMAL,0
/content/OCT-SRGAN/data/test/DME/DME15_09.tif,DME,1
/content/OCT-SRGAN/data/train/DRUSEN/AMD8_03.tif,DRUSEN,1
/content/OCT-SRGAN/data/test/DME/DME15_027.tif,DME,1
/content/OCT-SRGAN/data/test/DME/DME13_052.tif,DME,1
/content/OCT-SRGAN/data/test/DRUSEN/AMD14_067.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL9_07.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DME/DME6_022.tif,DME,1
/content/OCT-SRGAN/data/train/DME/DME6_030.tif,DME,1
/content/OCT-SRGAN/data/test/DME/DME15_049.tif,DME,1
/content/OCT-SRGAN/data/train/DRUSEN/AMD9_045.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL10_090.tif,NORMAL,0
/content/OCT-SRGAN/data/test/DME/DME13_046.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL8_032.tif,NORMAL,0
/content/OCT-SRGAN/data/test/DME/DME15_031.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL6_089.tif,NORMAL,0
/content/OCT-SRGAN/data/test/DME/DME13_027.tif,DME,1
/content/OCT-SRGAN/data/test/DME/DME11_013.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL4_077.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL4_062.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DME/DME10_028.tif,DME,1
/content/OCT-SRGAN/data/train/DME/DME2_095.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL7_013.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL6_02.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DRUSEN/AMD10_056.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/DME/DME7_058.tif,DME,1
/content/OCT-SRGAN/data/test/DRUSEN/AMD11_023.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/DME/DME7_01.tif,DME,1
/content/OCT-SRGAN/data/train/DME/DME7_056.tif,DME,1
/content/OCT-SRGAN/data/test/DME/DME12_061.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL10_046.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DME/DME6_069.tif,DME,1
/content/OCT-SRGAN/data/train/DRUSEN/AMD7_07.tif,DRUSEN,1
/content/OCT-SRGAN/data/test/DME/DME11_032.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL1_070.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL1_029.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DME/DME10_030.tif,DME,1
/content/OCT-SRGAN/data/test/NORMAL/NORMAL15_033.tif,NORMAL,0
/content/OCT-SRGAN/data/test/DME/DME13_015.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL5_053.tif,NORMAL,0
/content/OCT-SRGAN/data/test/NORMAL/NORMAL14_062.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DRUSEN/AMD7_09.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/DRUSEN/AMD6_023.tif,DRUSEN,1
/content/OCT-SRGAN/data/test/DME/DME11_011.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL6_05.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL8_074.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DME/DME1_029.tif,DME,1
/content/OCT-SRGAN/data/test/DME/DME15_047.tif,DME,1
/content/OCT-SRGAN/data/train/DME/DME7_042.tif,DME,1
/content/OCT-SRGAN/data/test/NORMAL/NORMAL14_020.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DRUSEN/AMD3_014.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL4_075.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DME/DME3_044.tif,DME,1
/content/OCT-SRGAN/data/train/DME/DME8_051.tif,DME,1
/content/OCT-SRGAN/data/train/DME/DME4_064.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL8_04.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL10_021.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DME/DME2_068.tif,DME,1
/content/OCT-SRGAN/data/test/DME/DME14_048.tif,DME,1
/content/OCT-SRGAN/data/test/DRUSEN/AMD11_012.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/DME/DME6_056.tif,DME,1
/content/OCT-SRGAN/data/train/DME/DME1_048.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL5_05.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL1_092.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DRUSEN/AMD10_02.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/DME/DME2_090.tif,DME,1
/content/OCT-SRGAN/data/train/DRUSEN/AMD8_030.tif,DRUSEN,1
/content/OCT-SRGAN/data/test/DRUSEN/AMD13_027.tif,DRUSEN,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL5_013.tif,NORMAL,0
/content/OCT-SRGAN/data/test/NORMAL/NORMAL14_028.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DME/DME7_018.tif,DME,1
/content/OCT-SRGAN/data/train/DME/DME2_07.tif,DME,1
/content/OCT-SRGAN/data/train/DME/DME9_038.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL3_06.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DME/DME5_045.tif,DME,1
/content/OCT-SRGAN/data/train/DME/DME3_08.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL4_033.tif,NORMAL,0
/content/OCT-SRGAN/data/train/DME/DME7_048.tif,DME,1
/content/OCT-SRGAN/data/train/NORMAL/NORMAL5_071.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL10_096.tif,NORMAL,0
/content/OCT-SRGAN/data/test/NORMAL/NORMAL12_084.tif,NORMAL,0
/content/OCT-SRGAN/data/test/NORMAL/NORMAL15_080.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL7_014.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL8_096.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL10_06.tif,NORMAL,0
/content/OCT-SRGAN/data/train/NORMAL/NORMAL9_034.tif,NORMAL,0
